claim_relation_id,source_id,source_name,source_type,relation_type,relation_label,target_id,target_name,target_type,usage,layer,mention_count,document_count,paragraph_count,sentence_count,category_count,evidence_count,example_text,example_url
crel_07ec87d44c53,ent_56db144ad988,一切有為法,DoctrineTerm,entity_has_condition_claim,实体具有条件或范围命题,claim_6f1d69e9b2c2,文本以因緣聚散說明一切有為法生滅、空無自性且三世遷流不住，並分別列舉有情眾生的生老病死、器世間的成住壞空、心念的生住異滅及自然時序的四季寒暑更替。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,世間一切有為法都是因緣和合而生起，因緣所生的諸法，空無自性，隨著緣聚而生，緣散而滅，它是三世遷流不住的，所以不但有情世間的眾生，有生、老、病、死的現象，器世間的山河大地有成、住、壞、空的演變，人的心念有生、住、異、滅的變化，自然界的時序更是春、夏、秋、冬，或冷、暖、寒、暑的更替不已。,https://books.masterhsingyun.org/ArticleDetail/artcle1543
crel_79cfb0364dcb,ent_56db144ad988,一切有為法,DoctrineTerm,entity_has_condition_claim,实体具有条件或范围命题,claim_7703eea08ec0,作者說世間一切有為法遷流不住、剎那生滅且無法常住安穩；因此身心受到無常逼惱而慨嘆「世事無常」，並把這種處境稱為「行苦」。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,然而一個人即使有此修養，只是世間一切有為法都是遷流不住，都是剎那生滅，無法常住安穩，因此身心仍不免受到無常的逼惱，而有「世事無常」的慨嘆，這就是「行苦」。,https://books.masterhsingyun.org/ArticleDetail/artcle425
crel_2cb6ca9159b4,ent_56db144ad988,一切有為法,DoctrineTerm,entity_has_condition_claim,实体具有条件或范围命题,claim_b0a60562a344,作者先說眾生因愚痴而經常生活在妄想中，隨後引用《金剛經》「一切有為法，如夢幻泡影」作為相關義理說明。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,所以眾生愚痴，經常在妄想中過生活，如《金剛經》所說：「一切有為法，如夢幻泡影」。,https://books.masterhsingyun.org/ArticleDetail/artcle13364
crel_a72e92cf3cb1,ent_56db144ad988,一切有為法,DoctrineTerm,entity_has_condition_claim,实体具有条件或范围命题,claim_04fad4df17dd,本段以「形為心使」說明佛法即心法，主張在一切有為法中，心具有主動、主宰的支配力，並以《華嚴經》「心如工畫師，能畫種種物」作譬喻；此心能上天入地、行善造惡，若能明白自心並實踐心法，待人處世乃至齊家治國便不再困難。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,不過「形為心使」，佛法即「心法」，在一切有為法中，「心」具有主動、主宰的支配力，如《華嚴經》言：「心如工畫師，能畫種種物。」⟂S⟂此心能上天入地，會行善造惡，我們若能明白自心而實踐此「心法」，在待人處世，乃至齊家治國就非難事了。,https://books.masterhsingyun.org/ArticleDetail/artcle1543
crel_c60cc1afbdb6,ent_56db144ad988,一切有為法,DoctrineTerm,entity_has_interpretation_claim,实体具有诠释或修正命题,claim_a89598f1f41b,作者先修正「身體是我的」的看法，判身體為有為法並引「一切有為法，如夢幻泡影」；又說有為法雖虛妄，假相身體中仍有真正的「無位真人」，並把它解為法身、真如、本性與本來面目。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,有時候，我們以為身體是我們的，其實這一個臭皮囊不是我們的，身體是有為法，所謂「一切有為法，如夢幻泡影，如露亦如電，應作如是觀」。⟂S⟂一切有為法都是虛妄的，但是在虛妄的假相身體裡，卻有一個真正無位的真人，那就是我們的法身、我們的真如、我們的本性，就是我們的本來面目。,https://books.masterhsingyun.org/ArticleDetail/artcle151
crel_87ad07cb1a97,ent_56db144ad988,一切有為法,DoctrineTerm,entity_has_interpretation_claim,实体具有诠释或修正命题,claim_66eaf24a137f,《金剛經》把一切有為法比作夢、幻、泡、影、露、電並要求作如是觀；作者再把這段經文詮釋為深入了解宇宙世間緣起法則的最好說明。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,佛陀對這個世間的萬象都瞭如指掌，如《金剛經》說：「一切有為法，如夢幻泡影，如露亦如電，應作如是觀。」⟂S⟂，這是對宇宙世間的「緣起」法則深入了解的最好說明。,https://books.masterhsingyun.org/ArticleDetail/artcle15988
crel_d2c2097eb315,ent_56db144ad988,一切有為法,DoctrineTerm,entity_has_reasoning_claim,实体具有推论或结果命题,claim_f6f9b9b62684,世間一切有為法因因緣和合而生，因緣所生諸法空無自性，隨緣聚生、緣散而滅且三世遷流不住；文本再以有情世間眾生的生老病死、器世間山河大地的成住壞空、心念的生住異滅及自然時序冷暖寒暑的更替作四組例證。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,其實，世間一切有為法都是因緣和合而生起，因緣所生的諸法，空無自性，隨著緣聚而生，緣散而滅，它是三世遷流不住的，所以不但有情世間的眾生有生、老、病、死的現象，器世間的山河大地有成、住、壞、空的演變，人的心念有生、住、異、滅的變化，自然界的時序更是春、夏、秋、冬，或冷、暖、寒、暑的更替不已。,https://books.masterhsingyun.org/ArticleDetail/artcle3984
crel_7e6d37f68529,ent_d98238f10abc,一切有情,Concept,entity_explained_by_claim,实体由语境命题解释,claim_0f34a7641dc2,佛光山弟子被要求在道業、學業、事業上精進、自覺、反省，避免放逸與傲慢；僧信四眾弟子還應秉持「光榮歸於佛陀，成就歸於大眾，利益歸於常住，功德歸於檀那」，盡形壽、獻身命、無私無我，饒益一切有情並為人間佛教傳播盡力。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,回憶開山，篳路藍縷，歷經多少艱難困苦，佛光山的弟子，要記住前人的辛勤耕耘，在道業、學業、事業上，要精進、要自覺、要反省，不要放逸，不可以傲慢，僧信四眾弟子都要能秉持「光榮歸於佛陀，成就歸於大眾，利益歸於常住，功德歸於檀那」，盡形壽，獻身命，無私、無我，饒益一切有情，為人間佛教的傳播盡心盡力。,https://books.masterhsingyun.org/ArticleDetail/artcle23601
crel_d766fa136cf0,ent_d98238f10abc,一切有情,Concept,entity_explained_by_claim,实体由语境命题解释,claim_7b20c1e64e55,僧寶為大眾開示聖道、恆利有情；「他們」唯一回指僧寶，說其常懷濟物之心、勤求大乘之法以度脫一切有情，並被稱為世間福田，故有不思議之恩。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,僧寶為大眾開示聖道，恆利有情，心無暫捨。⟂S⟂他們常懷濟物之心，專志勤求大乘之法，以度脫一切有情，為世間之福田，所以說僧寶有不思議之恩。,https://books.masterhsingyun.org/ArticleDetail/artcle2917
crel_7e557c4728ee,ent_d98238f10abc,一切有情,Concept,entity_explained_by_claim,实体由语境命题解释,claim_49b002c0f696,作者以君權、民權、人權到未來「生權」的序列描寫時代進步，明確說現今民權、人權時代尚非最進步，並斷言未來生權時代中，人類和一切有情動物都會享有受到尊重的生存權利。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,從君權時代慢慢又進步到現在的民權時代、人權時代。⟂S⟂這還不是最進步的，未來再往下發展，未來一定是一個生權的時代，就是人類和一切有情動物，都有被尊重的生存權利。,https://books.masterhsingyun.org/ArticleDetail/artcle9900
crel_6c55b67e8f26,ent_d98238f10abc,一切有情,Concept,entity_explained_by_claim,实体由语境命题解释,claim_e25a8ab88a40,文本把「有情有義」簡釋為往復循環、互相交流的感情，並主張十法界一切有情都具備這種性能；第一人稱作者以海鷗、松鼠、流浪狗與禽鳥對善意的回應為例，最後以反詰強調傍生尚且如此，互助的人類社會更應有情有義。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,所以，什麼是「有情有義」呢？⟂S⟂簡單來說，是一種往復循環，互相交流的感情，十法界一切有情莫不具備這種性能。⟂S⟂我曾經看過雪梨海邊一隻瘦弱的海鷗，因為我的特別關注，臨走前來往飛行，圍繞三匝，好像在對我致意感謝；⟂S⟂昆士蘭林間一對頑皮的松鼠，因為我飼以麵包，後來每天清晨都前來拍打精舍的大門，似乎在向我問安道好；⟂S⟂雲居樓外一隻流浪的白足黑狗，人皆以其不祥而棄之，獨我對其友善，有一回居然引領我到如來殿，和求見的信徒晤面；⟂S⟂開山寮中一群五顏六色的禽鳥，因我將牠們放歸自然，從此呼朋引伴，在天空翱翔飛舞，婉轉齊鳴，為佛光山增添無限的意趣。⟂S⟂連身處三途的傍生畜類都能如此「有情有義」，更何況千萬年來以互助為進步之基的人類社會呢？,https://books.masterhsingyun.org/ArticleDetail/artcle6415
crel_70ff611253dc,ent_d98238f10abc,一切有情,Concept,entity_explained_by_claim,实体由语境命题解释,claim_c47851fe0c27,佛教以三称念、五观想普同供养一切法界众生，并普皆回向、利乐一切有情；作者据此说明，对佛教徒而言，祈祷具有惭愧忏悔、发心立愿、感恩回向等积极意义。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,佛教則以三稱念、五觀想，普同供養一切法界眾生，並且普皆回向，利樂一切有情。⟂S⟂因此，對佛教徒而言，祈禱含有慚愧懺悔、發心立願、感恩回向等積極意義。,https://books.masterhsingyun.org/ArticleDetail/artcle4431
crel_e3bd1ad37603,ent_d98238f10abc,一切有情,Concept,entity_explained_by_claim,实体由语境命题解释,claim_85d9cdb2608d,條目先說禪者吃法味，又引「民以食為天」說明不但世間人類要吃三餐，一切有情眾生也都要依靠飲食活命。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,六、禪者吃法味：「民以食為天」，非但世間人類要吃三餐，就是一切有情眾生也要靠飲食活命。,https://books.masterhsingyun.org/ArticleDetail/artcle5461
crel_676700e967cd,ent_d98238f10abc,一切有情,Concept,entity_explained_by_claim,实体由语境命题解释,claim_32ef30cc1f0a,作者概括大師所倡人間佛教：一面破除把寄託來生置於建設現世之上、把薦亡度死置於弘法利生之上、把自了置於大乘普濟之上的心態，另一面彰顯「佛是人成」及「佛是已覺悟的眾生，眾生是未覺悟的佛」；又引《大乘理趣六波羅蜜多經》說一切有情因性清淨無別而入佛智。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,綜觀大師提倡的人間佛教，一方面是在破除過去一些人學佛修行所抱持「寄託來生重於建設現世」、「薦亡度死重於弘法利生」、「自了思想重於大乘普濟」等不正確的心態與做法，另一方面更在彰顯「佛是人成」的道理，所謂「佛是已覺悟的眾生，眾生是未覺悟的佛」，《大乘理趣六波羅蜜多經》卷一說：「一切有情入佛智，以性清淨無別故；,https://books.masterhsingyun.org/ArticleDetail/artcle15692
crel_ce728f09f066,ent_d98238f10abc,一切有情,Concept,entity_has_condition_claim,实体具有条件或范围命题,claim_059340bdc4fc,《大乘寶要義論》條件性地說：有情若愛著身命便廣造罪業而墮惡趣；若生起大悲而不再愛著身命，則生善趣，並能為一切有情行布施等善法。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,人因為有情愛牽絆，所以輪迴生死；⟂S⟂人因為有情感，因此稱為「有情眾生」。⟂S⟂然而「法非善惡，善惡是法」，如果愛得不當，固然愛如繩索，會束縛我們，使我們身心不得自由；⟂S⟂愛如枷鎖，會鎖住我們，使我們片刻不得安寧；⟂S⟂愛如盲者，使我們陷身黑暗之中而渾然不知；⟂S⟂愛如苦海，使我們在苦海中傾覆滅頂。⟂S⟂但是，「愛的淨化是慈悲，愛的提升是智慧」，如果能將愛昇華為慈悲，則：「慈息瞋恚，悲止害覺」（《菩薩地持經》）。⟂S⟂又《增壹阿含經》說：「諸佛世尊，成大慈悲，以大悲為力，弘益眾生。」⟂S⟂慈悲是諸佛菩薩度眾不倦的原動力，人人若能以慈悲相待，則愛如冬陽，可以溶化冰雪寒霜，可以激發人性的真善美，愛實不失為一種鼓勵向上的力量。⟂S⟂因此，佛教並不排斥感情，但卻主張以慈悲來運作感情，以理智來淨化感情、以禮法來規範感情、以般若來化導感情。⟂S⟂佛教鼓勵夫妻之間要相親相愛，親子之間要互敬互諒，朋友之間要相互惜緣，進而做到「無緣大慈，同體大悲」，亦即將一己的私愛，昇華為對一切眾生的慈悲。⟂S⟂例如，佛陀靜坐路中以阻止琉璃王攻打祖國，他以「親族之蔭勝餘蔭」感動琉璃王退兵（《增壹阿含經》卷二十六）；⟂S⟂佛陀對眼盲的弟子的愛護，諸如為患病比丘看病（《毗奈耶》）、為阿那律穿針（《增壹阿含經》卷三十一），乃至佛陀的本生譚裡「割肉餵鷹、捨身飼虎」等等。⟂S⟂正如《大乘寶要義論》說：「多諸有情於身命等皆生愛著，以愛著故廣造罪業墮惡趣中；⟂S⟂若復有情起大悲已，於身命等不生愛著，以不著故生於善趣。⟂S⟂復能於彼一切有情，運心廣行布施等行，一切善法相應而作，修菩薩者以大悲心而成其身。」⟂S⟂所以《涅槃經》說：「如來即是慈悲喜捨，慈悲喜捨即是解脫。」,https://books.masterhsingyun.org/ArticleDetail/artcle24707
crel_a52e7fe8642f,ent_d98238f10abc,一切有情,Concept,entity_has_condition_claim,实体具有条件或范围命题,claim_bcc50178e6e3,阿彌陀佛向眾生宣誓：一切有情只要信賴彌陀願力、願生西方、專誠恭謹稱念彌陀聖號至一心不亂、與彌陀佛力感應並使身心得到護念攝受，即可往生極樂世界。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,阿彌陀佛的極樂世界，位於娑婆世界西方，距離此方約十萬億佛土，教主阿彌陀佛已經成佛十劫，正在彼土說法。⟂S⟂極樂世界因為「無有眾苦，但受諸樂」，故名極樂。⟂S⟂極樂淨土的風光是：黃金鋪地、七寶樓閣、七重欄楯、七重羅網、七重行樹、七寶池、八功德水，四邊階道都是由金、銀、琉璃、玻璃諸寶合成。⟂S⟂日常生活則是思衣得衣，思食得食，來往飛行自在；⟂S⟂居民都是善人相聚，無有男女之分，皆由蓮花化生。⟂S⟂極樂世界是阿彌陀佛在因地修行時所發四十八大願，以無盡悲願功德建設而成。⟂S⟂阿彌陀佛向眾生宣誓，一切有情只要信賴彌陀願力，願生西方，專誠恭謹稱念彌陀聖號而至一心不亂，與彌陀佛力感應，身心得到護念攝受，即可往生極樂世界。⟂S⟂相對於藥師佛之追求現世的安樂，極樂世界則帶給娑婆眾生對未來的生命充滿無限希望。,https://books.masterhsingyun.org/ArticleDetail/artcle9073
crel_d73141c8240d,ent_d98238f10abc,一切有情,Concept,entity_has_condition_claim,实体具有条件或范围命题,claim_ddc24b31366d,放燄口又稱「普施」「無遮大會」，被解釋為普同供養；舉行者希望法界一切有情，無論有沒有人祭祀的眾生，都能前來赴齋會。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,放燄口，又稱「普施」、「無遮大會」，就是普同供養，希望法界一切有情，不論有沒有人祭祀的眾生都來赴齋會。,https://books.masterhsingyun.org/ArticleDetail/artcle16259
crel_6ff0a3250915,ent_d98238f10abc,一切有情,Concept,entity_has_condition_claim,实体具有条件或范围命题,claim_fba4a0616cb2,作者把「覺他」解釋為以無限悲心、無邊願力、無盡方便即智慧及無量法門攝受一切有情。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,如何自覺？⟂S⟂體會這個世間的實相苦、空、無常、無我，知道這個世間的萬有，都是因緣所生法；⟂S⟂明白這個世間，心、佛、眾生，三無差別，森羅萬相，平等性空，這就是自覺。⟂S⟂如何覺他？⟂S⟂有無限的悲心，無邊的願力，無盡的方便──即智慧，無量的法門攝受一切有情，這就是覺他。⟂S⟂我們的任務，就和如來為一大事因緣降誕於世一樣，何謂一大事因緣？⟂S⟂即「示教利喜」，示予眾生言教，利益眾生歡喜，上求佛道，下化眾生，所謂上求下化，就是菩提心。⟂S⟂你有上求佛道嗎？⟂S⟂要精進不懈、修行、研究教義、作觀、禮拜等，所謂與三世諸佛同一鼻孔出氣；⟂S⟂要下化眾生，你有做種種普利眾生的事業嗎？⟂S⟂這就是怎樣做一個佛教徒的條件，我們的任務也就是如此。,https://books.masterhsingyun.org/ArticleDetail/artcle10843
crel_6c0910832847,ent_d98238f10abc,一切有情,Concept,entity_has_condition_claim,实体具有条件或范围命题,claim_0d04c8bdbed8,世間人類乃至一切有情眾生都要依靠飲食活命。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,六、禪者吃法味：「民以食為天」，非但世間人類要吃三餐，就是一切有情眾生也要靠飲食活命。⟂S⟂但是一些修行的禪者，除了用飲食維持色身以外，實際上他們「禪悅為食」，所以真正吃的是「法味」。⟂S⟂就等於喜愛讀書的人，一天不讀書，日子就會難過，三日不讀書，口中就沒有味道。⟂S⟂因此，讀書人講究的是書香味，參禪的行者，就靠「禪悅」以為食了。,https://books.masterhsingyun.org/ArticleDetail/artcle5461
crel_74e35d1c0f51,ent_d98238f10abc,一切有情,Concept,entity_has_condition_claim,实体具有条件或范围命题,claim_90ccbc689939,釋傳道序言主張釋尊本教雖說十方世界而詳於此土、立三世因果而重現在、志度一切有情而特以人類為本，並把此地、此時、此人說成佛陀所關懷與淨化的對象；後句據此認為佛法為此世間一切人類而說，人類為本才是佛陀出世說法本懷，而非空泛談論十方世界、盡未來際與廣度一切有情。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,此書收有釋傳道所作的序言一篇，序言中說：「釋尊之本教，雖說十方世界而詳於此土，立三世因果而重現在，志度一切有情而特以人類為本，這無庸置疑地是佛陀所關懷與淨化的此地、此時與此人。⟂S⟂所以佛法實為此世間一切人類而說，人類為本的佛法才是佛陀出世說法的本懷，而非動言十方世界、盡未來際、廣度一切有情。,https://books.masterhsingyun.org/ArticleDetail/artcle24691
crel_981b58527796,ent_d98238f10abc,一切有情,Concept,entity_has_condition_claim,实体具有条件或范围命题,claim_0135fdd6fa22,說話者把「生權時代」界定為：一切有生命的眾生，包括動物與一切有情而且不只限於人類，均有其生存的權利。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,1.從政治看未來：過去是皇帝專制的君權時代，現在是注重民權的民主時代，目前已跨入重視個人的人權時代，今後當進入「生權時代」。⟂S⟂什麼是生權時代呢？⟂S⟂就是一切有生命的眾生（及於動物與一切有情，不只局限於人類）均有其生存的權利。⟂S⟂此一立論，是吻合現代生態學的原理的。⟂S⟂儒家亦認為萬物並存而不悖。⟂S⟂我們不能任意殺害動物，也不能虐待動物。⟂S⟂牛馬不可令其超載；⟂S⟂倒吊雞鴨，警察看見要干涉，甚至罰款的。⟂S⟂近年來不時有人發起保護動物，特別是那些稀有或快要絕種的動物，例如最近張曉風教授發起保護恆春鷲（伯勞鳥）的運動。⟂S⟂大師在加拿大曾看見那兒釣魚只限於釣一尺以上的，一尺以下的釣到了也得放生。⟂S⟂我們已將四月八日佛誕節訂為保護動物節。⟂S⟂凡此可窺出「生權時代」已經開始來臨。,https://books.masterhsingyun.org/ArticleDetail/artcle17408
crel_b25a75a4bfa0,ent_d98238f10abc,一切有情,Concept,entity_has_reasoning_claim,实体具有推论或结果命题,claim_b17bce08d257,蓝先生的判断是印顺导师对台湾佛教的明确影响主要在一九七〇年代以后；下一句转入释传道序言的引文，称释尊本教虽说十方世界而详于此土、立三世因果而重现在、志度一切有情而尤以人类为本，并把关怀与净化限定在此地、此时、此人。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,所以藍先生這裡是認為：印順導師對於台灣佛教發揮較明確的影響力，主要是在1970年代以後。⟂S⟂此書收有釋傳道所作的序言一篇，序言中說：「釋尊之本教，雖說十方世界而詳於此土，立三世因果而重現在，志度一切有情而特以人類為本，這無庸置疑地是佛陀所關懷與淨化的此地、此時與此人。,https://books.masterhsingyun.org/ArticleDetail/artcle24691
crel_1c670fdcd745,ent_d98238f10abc,一切有情,Concept,entity_has_reasoning_claim,实体具有推论或结果命题,claim_c97d4a57cdfd,由于悟入唯识性而进入极喜地后，行者得一切有情、菩萨与佛的平等心性；这整组证悟与所得被概括为菩萨道。,InterpretiveClaim,evidence_usable,claim_evidence_graph,1,1,1,1,1,1,由於悟入唯識性，也就是悟入所知相，因此就進入「極喜地」，善達法界，生如來家，得一切有情平等心性，得一切菩薩平等心性，得一切佛平等心性，這就是所謂「菩薩道」。⟂S⟂又本論提出為斷及相阿賴耶識諸相種子、為長能觸法身種子、為轉所依、為欲證得一切佛法、為欲證得一切智智等五事，說明何以要悟入唯識性，並敘述悟入唯識時，有四種三摩地，是四種順抉擇分依止。,https://books.masterhsingyun.org/ArticleDetail/artcle2941
