claim_id,text,claim_type,node_class,semantic_role,document_id,paragraph_id,sentence_ids,category,source_url,evidence_count
claim_c48c3bd07253,佛陀是人類中最偉大的覺悟者，福德智慧具足，故稱「兩足尊」。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00016257,par_00016257_0005,sent_00016257_0005_005,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle16257,1
claim_f9f765e5e1b5,所以，這張桌子是「緣起」而有，它的真相其實是「空」。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00009280,par_00009280_0006,sent_00009280_0006_010,第一類【經義】,https://books.masterhsingyun.org/ArticleDetail/artcle9280,1
claim_13234c161e6b,作者願效法諸佛如來的大悲願力，以完善設施和舒適環境為信徒添油香，並按社會大眾、香客、信徒子女、行者、病者、長者和亡者的不同需要，分別設立會議圖書設施、住宿樓、教育項目、禪堂佛堂、醫療助念組織、安養機構與墓園。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00006440,par_00006440_0026,sent_00006440_0026_001,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle6440,1
claim_6e820dc8ad91,由此念佛，極力追頂，猛之又猛，則過去事思量不來，未來事預卜不著，現在心識不擾，則三心斷絕，前後際除，虛空粉碎，自然雜念妄想歸於寂滅，而得一心不亂。⟂S⟂此追頂念法，功效極速，是明朝三峰大師所極力提倡的念佛法。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00006697,par_00006697_0017,sent_00006697_0017_002;sent_00006697_0017_003,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle6697,1
claim_022034f51708,人間佛教的精神在於體解緣起中道、重視平等，將佛法融入日常生活，通過五戒十善、六度四攝等實踐，實現自利利他的菩薩道。⟂S⟂總之，人間佛教不僅繼承了傳統佛教的優良文化，更適應現代社會的需求，經由平等、慈悲與智慧，推動佛教在國際化的傳播與發展，從淨化個人，到佛化家庭，乃至佛化全球的願景，能得以實現。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00024087,par_00024087_0071,sent_00024087_0071_004;sent_00024087_0071_005,星雲大師人間佛教傳燈錄,https://books.masterhsingyun.org/ArticleDetail/artcle24087,1
claim_43f7ca8957aa,所以本經從否定上建設一個常樂我淨的世界，因此說「無我相、人相、眾生相、壽者相」。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00002126,par_00002126_0064,sent_00002126_0064_009,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle2126,1
claim_32777fefed83,作者批評現代佛教徒缺乏信心、未奉行佛陀教法且不敢肯定佛教道理，既不用佛法引導人生也不用佛法改造生活，造成佛法、生活與信仰脫節；末段以因果、苦空、慈悲、無我四組反問檢驗是否真正體會與實踐。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00016172,par_00016172_0008,sent_00016172_0008_001,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle16172,1
claim_ae7df4ba8450,只能算佛教的尊敬者，不能算佛教徒；皈依是身心與三寶的接觸，將三寶納入身心才算三寶弟子。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00007822,par_00007822_0044,sent_00007822_0044_001,第八類【日記】,https://books.masterhsingyun.org/ArticleDetail/artcle7822,1
claim_0f34a7641dc2,佛光山弟子被要求在道業、學業、事業上精進、自覺、反省，避免放逸與傲慢；僧信四眾弟子還應秉持「光榮歸於佛陀，成就歸於大眾，利益歸於常住，功德歸於檀那」，盡形壽、獻身命、無私無我，饒益一切有情並為人間佛教傳播盡力。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00023601,par_00023601_0054,sent_00023601_0054_001,第九類【佛光山系列】,https://books.masterhsingyun.org/ArticleDetail/artcle23601,1
claim_e3d5253e0966,大師開示：佛教信仰不是把自己交給神明解救，而是自我作主；宗教真理不能代替他人解決問題，佛陀只能教示解脫道理而不能替眾生解脫，因此「上帝審判」有待研究，佛教所說的是眾生依自身業力而自我審判、自作自受並靠自己解決。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00024162,par_00024162_0126,sent_00024162_0126_001,星雲大師人間佛教傳燈錄,https://books.masterhsingyun.org/ArticleDetail/artcle24162,1
claim_e748dbee7672,本段將「業」界定為行為、行動或造作，說它包括身體、語言、思想三業；善惡業產生力量，力量又驅使新的行為，二者輾轉形成業力輪迴；並將自作自受說成有情生死流轉的動力，由此形成惑、業、苦不斷循環糾纏。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00003967,par_00003967_0007,sent_00003967_0007_001,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle3967,2
claim_ea91e418c191,出家人能夠說法。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00002415,par_00002415_0095,sent_00002415_0095_002,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle2415,1
claim_bc5a4d4fa12c,清末至日據時代的台灣佛教形成開元寺派、月眉山靈泉寺派、大崗山超峰寺派、觀音山凌雲禪寺派、法雲寺派等主要派系；後句以「這些派系」共同回指整張清單，說明它們都與福建鼓山湧泉寺淵源深厚、法脈屬禪宗，且其祖師為台灣本地僧侶、寺院建築受大陸佛教影響。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00024222,par_00024222_0003,sent_00024222_0003_001,星雲大師人間佛教傳燈錄,https://books.masterhsingyun.org/ArticleDetail/artcle24222,1
claim_0c22a8a4cf54,就是外緣、福德具足，也不能長出菩提之苗。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00009306,par_00009306_0002,sent_00009306_0002_006,第一類【經義】,https://books.masterhsingyun.org/ArticleDetail/artcle9306,1
claim_ad4445554864,相反地，當我們肯定菩薩道上求下化崇高的價值時，即應正視其中無法避免的困難，立志難行能行、難忍能忍。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00022969,par_00022969_0012,sent_00022969_0012_002,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle22969,1
claim_1dae3489e92d,綜觀大師提倡的人間佛教，一方面是在破除過去一些人學佛修行所抱持「寄託來生重於建設現世」、「薦亡度死重於弘法利生」、「自了思想重於大乘普濟」等不正確的心態與做法，另一方面更在彰顯「佛是人成」的道理，所謂「佛是已覺悟的眾生，眾生是未覺悟的佛」，《大乘理趣六波羅蜜多經》卷一說：「一切有情入佛智，以性清淨無別故；,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00015692,par_00015692_0015,sent_00015692_0015_001,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle15692,1
claim_a73e383d31b9,此处的方便不是便利，而是以智慧救度众生的善巧方法。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00024106,par_00024106_0025,sent_00024106_0025_002,星雲大師人間佛教傳燈錄,https://books.masterhsingyun.org/ArticleDetail/artcle24106,1
claim_fe1206a3b088,說話者據此判斷「生權時代」已經開始來臨。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00017408,par_00017408_0049,sent_00017408_0049_001,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle17408,1
claim_f66b05ec0c16,「三界唯心，萬法唯識」在本文是作者用來說明禪者以心力轉化境界的並列引語；原文未宣稱「唯心」與「唯識」等同、互為子概念或彼此助成。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00007094,par_00007094_0009,sent_00007094_0009_001,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle7094,1
claim_d5c612705a34,人間佛教研究院於六月在該地舉辦第一次會議，應邀學者三十位。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00011110,,,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle11110,1
claim_b528c85097fc,佛教在追求淨化國土、世界和平的道路上，既不能排斥民間信仰，也不強求同化其他宗教,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00024240,par_00024240_0020,sent_00024240_0020_002,星雲大師人間佛教傳燈錄,https://books.masterhsingyun.org/ArticleDetail/artcle24240,1
claim_0658f53b6309,就連蘇東坡，雖然自認為對參禪頗有體悟，但對佛印禪師一句責罵他的「放屁」不能放下，做不到「八風吹不動」，因此才被「一屁打過江」。⟂S⟂大師勸人要提得起、放得下，唯有放下，才能自在。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00017498,par_00017498_0016,sent_00017498_0016_004;sent_00017498_0016_005,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle17498,1
claim_a73cc434c9bf,禪門故事中，一位信徒請禪師誦經祈福；師父先請遠方菩薩保佑，後對信徒解釋近處菩薩知道其為富不仁、貪贓枉法而不會保佑，只能試求遠方。作者再明示寓意：不能只求菩薩保護而不反省自身行為；禪者以幽默教訓人，並非明著責罵。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00000599,par_00000599_0033,sent_00000599_0033_001,第二類【人間佛教論叢】,https://books.masterhsingyun.org/ArticleDetail/artcle599,1
claim_b9812fe0997f,第一人稱作者把建寺安僧、創辦佛光山叢林學院、提倡禪淨共修、注重生活修行、救苦救難及信徒家庭的幸福安樂並列為所重視的實踐，因而倡導四給「給人信心、給人歡喜、給人希望、給人方便」；其後三好、五和、七誡、八道等也隨人間佛教傳揚。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00000087,par_00000087_0071,sent_00000087_0071_002,第二類【人間佛教論叢】,https://books.masterhsingyun.org/ArticleDetail/artcle87,1
claim_f5601c503ec3,其次，就制度上的男性優越主義而言，佛陀雖能超越印度的社會規範，在理論上給予女性成佛之肯定，使比丘尼僧團有自主之權利。⟂S⟂然而在制度上，佛陀仍不得不遵循世俗的男主女從之習俗，使比丘尼僧團屈居於比丘僧團之「保護」與監督之下，且兩者同時又必須保持一定之距離。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00017787,par_00017787_0035,sent_00017787_0035_001;sent_00017787_0035_002,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle17787,1
claim_8f4c4d6d0bdf,作者以《大般涅槃经》「一切属他则苦，一切由己则自在安乐」说明惑障苦恼多由攀缘、比较和计较而来，并主张泯除自他、以法为乐可使喜乐现前。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00016720,par_00016720_0025,sent_00016720_0025_001,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle16720,1
claim_0e0ebcac8670,過去寺院的藝術作品都呈現在戶外的牆壁上，大陸很多寺院都有摩崖石刻、碑林，但現在不是了，為了避免風雨摧毀，也可以把它們收藏在室內，甚至經常換展，作為信徒美學教育的一課。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00002209,par_00002209_0059,sent_00002209_0059_001,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle2209,1
claim_638d190ed35d,皈依三寶是皈依自己的自性三寶，找到自己、認識自己，生命必然永恆存在。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00005803,par_00005803_0009,sent_00005803_0009_001,第八類【日記】,https://books.masterhsingyun.org/ArticleDetail/artcle5803,2
claim_bc992d257d3e,文中引《大梵天王決疑經》記載：佛陀在靈山會上拈起蓮花，百千大眾中只有上首弟子大迦葉會心一笑。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00021787,par_00021787_0009,sent_00021787_0009_002,第五類【文叢】,https://books.masterhsingyun.org/ArticleDetail/artcle21787,1
claim_9f0a47ae16f1,澳洲的鄒曉鷹先生詢問大師的佛法究竟是資本主義還是共產主義；第一人稱回答者沒有接受二選一，而回答「就是佛教主義」。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00000422,par_00000422_0161,sent_00000422_0161_001,第二類【人間佛教論叢】,https://books.masterhsingyun.org/ArticleDetail/artcle422,1
claim_cc742e13a7a5,妙士法師因親友往生而思考解脫，看到《普門雜誌》介紹佛光山叢林學院後報考佛學院；其後在佛光山剃度、翌年於台南妙法禪寺受具足戒，再由常住派赴美國留學並取得西來大學比較宗教學碩士。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00023698,par_00023698_0003,sent_00023698_0003_001,第九類【佛光山系列】,https://books.masterhsingyun.org/ArticleDetail/artcle23698,1
claim_a27eb65edc27,第一人稱敘述者因早上沒有行程，請慈惠法師讓出原定的開示機會，自告奮勇前往杉林國中開示，並自稱做個「不請之友」。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00008358,par_00008358_0021,sent_00008358_0021_001,第八類【日記】,https://books.masterhsingyun.org/ArticleDetail/artcle8358,1
claim_b59883b6ebd6,四月八日佛誕節，應泰國佛教界禮請，祈安法會結束後佛牙舍利被迎至世佛會所在地皇后公園，供泰國全民瞻仰禮拜；翌日四月九日下午，佛牙舍利終於回到台灣。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00009058,par_00009058_0013,sent_00009058_0013_001,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle9058,1
claim_f0807207de24,由佛教改革思潮後所展現的「人間佛教」的理念，我們不難看出星雲大師之所以別於太虛大師，其所展現的佛法教育，是一種與生活結合的教育，以不離開現實生活的教育，唯此足以更貼近大眾生活層面的需要。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00017795,par_00017795_0046,sent_00017795_0046_001,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle17795,1
claim_c0af97dacd91,文本稱佛陀住世時的印度社會有婆羅門、剎帝利、吠舍、首陀羅四種姓的嚴格劃分；婆羅門被說成第一階級的古印度宗教徒，為維持權利與社會地位而利用《摩奴法典》把社會分成四階級、自列第一，並要求其他階級無條件接受其權威。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00001792,par_00001792_0127,sent_00001792_0127_001,第二類【人間佛教論叢】,https://books.masterhsingyun.org/ArticleDetail/artcle1792,1
claim_5e9018270436,大迦葉不敢反對父母，但更加堅定了他們的約言和誓願。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00007254,par_00007254_0037,sent_00007254_0037_001,第六類【傳記】,https://books.masterhsingyun.org/ArticleDetail/artcle7254,1
claim_5820f9dd2aa4,佛經被引述為說眾生之「感」與諸佛菩薩之「應」共有六萬四千八百種機應；作者由此推說感應處處皆是，但能否相應仍視眾生是否具備一念真誠與信願心。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00008421,par_00008421_0025,sent_00008421_0025_001,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle8421,1
claim_d1d896edc30f,本段以同一位「大師／他」不著相、把光榮歸佛陀與成就歸大眾、不比較計較、將僅有長衫送人、把吃虧視為占便宜、遭剝奪公司與學校權利仍不計較等事例，說明其隨緣無爭而又堅持理想、培養因緣完成所願。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00015681,par_00015681_0088,sent_00015681_0088_001,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle15681,1
claim_752ed8e7ddf2,就算你還沒有成佛，可是你擁有一顆平等心，你就已經超越了一般世間上對立的、醜陋的行為了。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00009385,par_00009385_0004,sent_00009385_0004_009,第一類【經義】,https://books.masterhsingyun.org/ArticleDetail/artcle9385,1
claim_6ea70053ea23,有擔荷如來家業的決心,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00016383,par_00016383_0009,sent_00016383_0009_001,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle16383,1
claim_ad9874a400ac,佛陀歷經苦行後證悟「緣起中道」法則，明白眾生因妄想執著而不能證得自性中光明的法身慧命，遂應天帝之請，在恆河兩岸展開四十九年隨緣教化。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00021046,par_00021046_0002,sent_00021046_0002_001,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle21046,1
claim_e0342b98a25b,宗教必須以道德、信仰來維護人心；若要靠法律條約來維持信任，宗教就太落伍了,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00016707,par_00016707_0042,sent_00016707_0042_003,第六類【傳記】,https://books.masterhsingyun.org/ArticleDetail/artcle16707,1
claim_48e9ee230eb4,佛教認為不可以信仰神仙鬼怪，信仰神仙鬼怪是迷信,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00016369,par_00016369_0007,sent_00016369_0007_001,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle16369,1
claim_dc096ec3b693,大師突破制約於「宗教信仰」的狹義「信仰」概念，在一般人類信仰的意義上使用「信仰」，為理解宗教本質與民間信仰價值開啟新視角,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00024718,par_00024718_0029,sent_00024718_0029_005;sent_00024718_0029_006,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle24718,1
claim_27f8778a7859,他說，無為理並不是你什麼都不用做，也不是一切都沒有，而是你要確實地從生活中去實踐，去歷練，等你經歷過這一切的酸甜苦辣，你才懂得、親證個中滋味，進而化有味為無味，放下一切執著。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00019764,par_00019764_0110,sent_00019764_0110_004,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle19764,1
claim_9fde23898c36,三世因果論被說成使生命具有未來、希望與光明，並證明佛教不是宿命論；佛教主張個人行為與業力決定禍福，故勸人少累積帶不走的財富、多行善事與多造善因，將此視為個人永遠的財富。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00015094,par_00015094_0015,sent_00015094_0015_001,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle15094,1
claim_23d36336f259,文疏回向、普同供養、信徒壽誕祝禱與新居灑淨，以及過年贈送春聯、灶符和供應臘八粥，都被解釋為古代高僧大德替信徒添油香的美意；相關做法後來遍行各地，並被百姓視為消災免難的象徵。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00006440,par_00006440_0023,sent_00006440_0023_002,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle6440,1
claim_061423874f6e,作者把體會世間苦、空、無常、無我，知道萬有皆因緣所生，並明白心、佛、眾生三無差別及森羅萬相平等性空，整體界定為「自覺」。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00010843,par_00010843_0009,sent_00010843_0009_001,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle10843,1
claim_c726454f661c,例如，在海內外建寺開山，功勞與苦勞都很大的慈莊法師，當年一手創辦了台北普門寺，甫落成十天，卻提出辭呈，把普門寺交給年輕師弟去主持，自己則無我無私的奔赴另一段開山旅程。⟂S⟂又如，依空法師赴東京大學深造，是由同樣留日的慈莊法師安排，並親自送他去日本安頓。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00015572,par_00015572_0043,sent_00015572_0043_001;sent_00015572_0043_002,第六類【傳記】,https://books.masterhsingyun.org/ArticleDetail/artcle15572,1
claim_521f773454dc,抗战期间，上海各寺院常举办消灾祈福和平法会。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00009825,,,第一類【經義】,https://books.masterhsingyun.org/ArticleDetail/artcle9825,1
claim_d5693516e59e,以散亂心來念佛。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00000663,par_00000663_0003,sent_00000663_0003_001,第二類【人間佛教論叢】,https://books.masterhsingyun.org/ArticleDetail/artcle663,1
claim_d8e90e40ad96,課程材料把三寶種類、佛教基本教義、三藏十二部經、佛門聖賢、煩惱、四大翻譯家、諸佛誓願、世界觀、戒律與四十業處等歸入「佛學問答」；把一刀三禮、二種懺悔、二種舍利、四修、四攝法、五蘊、十大弟子等歸入「月分數學」；把《法苑珠林》《經律異相》《百喻經》歸入「經論介紹」，並說明基礎佛學內容仍有深淺，講述時須依對象程度選用。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00022961,par_00022961_0006,sent_00022961_0006_001,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle22961,1
claim_73ab08c40501,達磨波羅推動佛教回傳印度的努力與佛教文化在錫蘭的復興密切相關；星雲大師啟動人間佛教回傳印度則與佛教文化在大中華地區的復興密切相關，因此相關回傳工作需要置於中印文化交流背景中，進行艱苦的本土化努力。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00017814,par_00017814_0095,sent_00017814_0095_002,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle17814,1
claim_7fad41505c4b,若了心境不實，二攝受滅，二無我生，即是正智、如如。⟂S⟂此是二無我攝入五法中。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00002489,par_00002489_0026,sent_00002489_0026_006;sent_00002489_0026_007,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle2489,1
claim_752c79924dcd,大師指出：佛陀出家學道乃至最終成佛，「一方面當然是為了解救自己生死苦惱的問題，但另一方面是為了救濟被壓迫的人民」，因此佛陀之出家不是為了逃避現實，而是為了積極地解決人生與社會的重大問題。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00024693,par_00024693_0005,sent_00024693_0005_001,第十二類【附錄】,https://books.masterhsingyun.org/ArticleDetail/artcle24693,1
claim_94fb4016306d,第一人稱作者向韓國信徒講四部經的四句話：《華嚴經》的不忘初心、《維摩經》的不請之友、《八大人覺經》的不念舊惡、《大乘起信論》的不變隨緣，並期勉他們以這些佛法面對自己、佛教、朋友與社會，建立快樂生命。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00007858,par_00007858_0115,sent_00007858_0115_001,第八類【日記】,https://books.masterhsingyun.org/ArticleDetail/artcle7858,1
claim_881bd3f7e7c8,唯有大迦叶能契会佛陀所体得的甚深不可思议之真理与真如法性。,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00008843,par_00008843_0110,sent_00008843_0110_001,第三類【教科書】,https://books.masterhsingyun.org/ArticleDetail/artcle8843,1
claim_79b9de33e2de,所以，現在有很多孩子向內尋找，但是找不到答案，特別是在成長的過程裡面，他很想要善良，比如他要放下執著，但是他的同學比他執著，總是考試成績在他前面；⟂S⟂他的父母比他執著，總是要求他去考第一名；,ContextualInterpretiveProposition,InterpretiveClaim,contextual_interpretive_proposition,doc_00016337,par_00016337_0064,sent_00016337_0064_003;sent_00016337_0064_004,第四類【講演集】,https://books.masterhsingyun.org/ArticleDetail/artcle16337,1
